pressure_Torr,pressure_Pa,G_gas_W_m2K,glass-glass_G_rad_W_m2K,glass-glass_radiation_fraction,steel-glass_G_rad_W_m2K,steel-glass_radiation_fraction,gold-ceramic_G_rad_W_m2K,gold-ceramic_radiation_fraction
1e-05,0.0013332200000000002,0.0011994030971971947,7.293393163636362,0.9998355764100292,1.7440722782608695,0.9993127699773001,0.17809547507886436,0.993310444172201
1.0370345212526297e-05,0.001382595164424431,0.0012438214511919278,7.293393163636362,0.9998294882317331,1.7440722782608695,0.9992873374333755,0.17809547507886436,0.9930644232733261
1.0754405982696687e-05,0.0014337989144250878,0.0012898847448255106,7.293393163636362,0.999823174668965,1.7440722782608695,0.9992609644163455,0.17809547507886436,0.9928094201996569
1.1152690259622275e-05,0.001486898970793361,0.0013376538921553488,7.293393163636362,0.9998166273813777,1.7440722782608695,0.9992336162024096,0.17809547507886436,0.9925451119320815
1.1565724804066228e-05,0.0015419655623277176,0.0013871920627472932,7.293393163636362,0.9998098377202456,1.7440722782608695,0.9992052567897838,0.17809547507886436,0.9922711642029879
1.1994055885124486e-05,0.0015990715187165667,0.0014385647651760749,7.293393163636362,0.9998027967170818,1.7440722782608695,0.9991758488519715,0.17809547507886436,0.9919872311321812
1.2438250002707331e-05,0.0016582923668609468,0.0014918399336157253,7.293393163636362,0.9997954950718365,1.7440722782608695,0.9991453536893513,0.17809547507886436,0.9916929548531195
1.2898894636778117e-05,0.0017197064307645322,0.0015470880176343517,7.293393163636362,0.9997879231406612,1.7440722782608695,0.9991137311790185,0.17809547507886436,0.9913879651293814
1.3376599024339308e-05,0.0017833949351229652,0.0016043820753116377,7.293393163636362,0.9997800709232241,1.7440722782608695,0.9990809397228221,0.17809547507886436,0.9910718789612886
1.3871994965194078e-05,0.001849442112749605,0.0016637978698020085,7.293393163636362,0.9997719280495572,1.7440722782608695,0.9990469361935341,0.17809547507886436,0.9907443001826274
1.438573765754893e-05,0.0019179353159797386,0.0017254139694708097,7.293393163636362,0.9997634837664233,1.7440722782608695,0.9990116758790839,0.17809547507886436,0.9904048190474298
1.4918506564562151e-05,0.0019889651322005553,0.0017893118517355556,7.293393163636362,0.9997547269231788,1.7440722782608695,0.9989751124247941,0.17809547507886436,0.9900530118067967
1.5471006312984923e-05,0.002062625503659776,0.0018555760107492937,7.293393163636362,0.9997456459571193,1.7440722782608695,0.9989371977735453,0.17809547507886436,0.9896884402757657
1.60439676250827e-05,0.0021390138517112757,0.001924294069067989,7.293393163636362,0.9997362288782875,1.7440722782608695,0.9988978821038004,0.17809547507886436,0.9893106513902554
1.6638148285070328e-05,0.0022182312056621464,0.001995556893449293,7.293393163636362,0.9997264632537216,1.7440722782608695,0.9988571137654151,0.17809547507886436,0.9889191767541424
1.725433414133813e-05,0.0023003823363914825,0.00206945871493527,7.293393163636362,0.9997163361911287,1.7440722782608695,0.9988148392131561,0.17809547507886436,0.9885135321765567
1.7893340145795495e-05,0.002385575894917747,0.0021460972533775113,7.293393163636362,0.9997058343219558,1.7440722782608695,0.998771002937851,0.17809547507886436,0.9880932171995173
1.855601143170549e-05,0.0024739245560978394,0.0022255738465686657,7.293393163636362,0.9996949437838446,1.7440722782608695,0.9987255473950891,0.17809547507886436,0.9876577146160624
1.9243224431436985e-05,0.002565545167648042,0.0023079935841506956,7.293393163636362,0.9996836502024392,1.7440722782608695,0.9986784129313873,0.17809547507886436,0.9872064899790706
1.9955888035612162e-05,0.0026605589046838846,0.00239346544647629,7.293393163636362,0.9996719386725298,1.7440722782608695,0.9986295377077391,0.17809547507886436,0.9867389911010074
2.0694944795182097e-05,0.0027590914299832677,0.0024821024486063686,7.293393163636362,0.9996597937385053,1.7440722782608695,0.998578857620455,0.17809547507886436,0.9862546475448827
2.1461372168021265e-05,0.002861273060184931,0.0025740217896335206,7.293393163636362,0.9996471993740905,1.7440722782608695,0.9985263062192047,0.17809547507886436,0.9857528701067506
2.22561838116884e-05,0.002967238938141921,0.002669345007527933,7.293393163636362,0.9996341389613417,1.7440722782608695,0.9984718146221688,0.17809547507886436,0.9852330502901384
2.3080430924064806e-05,0.003077129211658168,0.002768198139709928,7.293393163636362,0.9996205952688749,1.7440722782608695,0.9984153114282,0.17809547507886436,0.9846945597728486
2.3935203633641935e-05,0.0031910892188444103,0.0028707118895604207,7.293393163636362,0.9996065504292971,1.7440722782608695,0.9983567226258979,0.17809547507886436,0.9841367498666405
2.4821632441298017e-05,0.0033092696803387342,0.0029770217990886688,7.293393163636362,0.9995919859158146,1.7440722782608695,0.9982959714994954,0.17809547507886436,0.9835589509703659
2.574088971547023e-05,0.0034318268986459222,0.0030872684279846067,7.293393163636362,0.9995768825179853,1.7440722782608695,0.9982329785314481,0.17809547507886436,0.9829604720172046
2.6694191242699356e-05,0.0035589229648591634,0.0032015975392913607,7.293393163636362,0.9995612203165883,1.7440722782608695,0.9981676613016233,0.17809547507886436,0.9823405999167206
2.7682797835598863e-05,0.0036907259730377118,0.003320160291942491,7.293393163636362,0.9995449786575752,1.7440722782608695,0.9980999343829756,0.17809547507886436,0.9816985989925499
2.8708017000373545e-05,0.0038274102425238017,0.003443113440417083,7.293393163636362,0.999528136125072,1.7440722782608695,0.9980297092335965,0.17809547507886436,0.9810337104166071
2.9771204666094727e-05,0.003969156548493081,0.003570619541775576,7.293393163636362,0.999510670513398,1.7440722782608695,0.9979568940850188,0.17809547507886436,0.9803451516408066
3.08737669780176e-05,0.004116152361043263,0.003702847170348441,7.293393163636362,0.9994925587980664,1.7440722782608695,0.9978813938266602,0.17809547507886436,0.979632115827381
3.201716215731367e-05,0.004268592093137373,0.003839971140360195,7.293393163636362,0.9994737771057279,1.7440722782608695,0.9978031098862796,0.17809547507886436,0.9788937712789998
3.3202902429677594e-05,0.004426677357729477,0.003982172736781402,7.293393163636362,0.9994543006830233,1.7440722782608695,0.9977219401063229,0.17809547507886436,0.9781292608699924
3.443255602535841e-05,0.004590617234412834,0.004129639954712021,7.293393163636362,0.9994341038643031,1.7440722782608695,0.9976377786160268,0.17809547507886436,0.977337701480111
3.570774925326191e-05,0.004760628545943384,0.004282567747610901,7.293393163636362,0.9994131600381758,1.7440722782608695,0.9975505156991511,0.17809547507886436,0.9765181834323906
3.703016865186533e-05,0.00493693614500399,0.004441158284697312,7.293393163636362,0.9993914416128417,1.7440722782608695,0.9974600376572047,0.17809547507886436,0.9756697699368007
3.84015632197913e-05,0.005119773211589016,0.004605621217862886,7.293393163636362,0.9993689199801703,1.7440722782608695,0.997366226668024,0.17809547507886436,0.9747914965415267
3.982374672898886e-05,0.005309381561402253,0.004776173958444239,7.293393163636362,0.9993455654784767,1.7440722782608695,0.9972689606395665,0.17809547507886436,0.9738823705938703
4.129860012358286e-05,0.005506011965676314,0.004953041964219824,7.293393163636362,0.99932134735395,1.7440722782608695,0.9971681130587735,0.17809547507886436,0.9729413707129131
4.282807400756354e-05,0.005709924482836387,0.005136459037007654,7.293393163636362,0.9992962337206865,1.7440722782608695,0.9970635528353567,0.17809547507886436,0.9719674462762617
4.441419122460576e-05,0.00592138880244689,0.005326667631254265,7.293393163636362,0.9992701915192805,1.7440722782608695,0.9969551441403562,0.17809547507886436,0.9709595169233598
4.605904953343178e-05,0.006140684601896192,0.0055239191740199655,7.293393163636362,0.9992431864739183,1.7440722782608695,0.9968427462393216,0.17809547507886436,0.9699164720780404
4.776482438225349e-05,0.0063681019162907995,0.005728474396779675,7.293393163636362,0.9992151830479258,1.7440722782608695,0.9967262133199571,0.17809547507886436,0.9688371704931806
4.953377178596618e-05,0.006603941522048583,0.0059406036794746485,7.293393163636362,0.9991861443977155,1.7440722782608695,0.9966053943140761,0.17809547507886436,0.9677204398205236
5.136823130989645e-05,0.006848515334698014,0.006160587407265664,7.293393163636362,0.999156032325074,1.7440722782608695,0.9964801327137038,0.17809547507886436,0.966565076208934
5.32706291640527e-05,0.007102146821409834,0.0063887163404552595,7.293393163636362,0.9991248072277366,1.7440722782608695,0.9963502663811653,0.17809547507886436,0.9653698439345724
5.524348141196976e-05,0.007365171428806633,0.00662529199806344,7.293393163636362,0.9990924280481853,1.7440722782608695,0.9962156273529965,0.17809547507886436,0.9641334750666972
5.7289397298390496e-05,0.007637937026616018,0.0068706270555588,7.293393163636362,0.9990588522206116,1.7440722782608695,0.9960760416375101,0.17809547507886436,0.9628546691730272
5.9411082700188085e-05,0.007920804367754476,0.007125045757265898,7.293393163636362,0.9990240356159789,1.7440722782608695,0.9959313290058499,0.17809547507886436,0.9615320930688365
6.161134370508981e-05,0.008214147565449983,0.007388884343987932,7.293393163636362,0.9989879324851189,1.7440722782608695,0.9957813027763637,0.17809547507886436,0.9601643806141986
6.389309032293904e-05,0.008518354588034878,0.007662491496404311,7.293393163636362,0.9989504953997964,1.7440722782608695,0.9956257695921249,0.17809547507886436,0.9587501325640347
6.625934033440011e-05,0.008833827772062892,0.007946228794822168,7.293393163636362,0.9989116751916698,1.7440722782608695,0.9954645291914319,0.17809547507886436,0.9572879164758817
6.871322328219954e-05,0.009160984354429406,0.008240471195882879,7.293393163636362,0.9988714208890772,1.7440722782608695,0.9952973741711133,0.17809547507886436,0.955776266680544
7.125798461018083e-05,0.00950025702419853,0.008545607526845866,7.293393163636362,0.998829679651575,1.7440722782608695,0.9951240897424682,0.17809547507886436,0.9542136843210509
7.3896989955646e-05,0.009852094494866636,0.008862040998094725,7.293393163636362,0.998786396702149,1.7440722782608695,0.9949444534796712,0.17809547507886436,0.9525986374656007
7.663372960066372e-05,0.01021696209781969,0.009190189734534634,7.293393163636362,0.998741515257023,1.7440722782608695,0.9947582350604687,0.17809547507886436,0.9509295613004272
7.947182308822762e-05,0.010595342397768683,0.009530487326573462,7.293393163636362,0.9986949764529831,1.7440722782608695,0.9945651959990034,0.17809547507886436,0.9492048584087782
8.241502400937381e-05,0.010987735830977735,0.009883383401405122,7.293393163636362,0.9986467192721308,1.7440722782608695,0.9943650893705954,0.17809547507886436,0.9474228991424454
8.546722496758478e-05,0.011394661367128339,0.010249344215338737,7.293393163636362,0.9985966804639849,1.7440722782608695,0.9941576595283186,0.17809547507886436,0.9455820220925281
8.863246272705008e-05,0.011816657195695772,0.010628853267945196,7.293393163636362,0.9985447944648379,1.7440722782608695,0.99394264181121,0.17809547507886436,0.9436805346663465
9.191492355158773e-05,0.01225428143774478,0.011022411938819556,7.293393163636362,0.99849099331428,1.7440722782608695,0.9937197622439587,0.17809547507886436,0.9417167137776403
9.531894874129284e-05,0.012708112884086645,0.011430540147787776,7.293393163636362,0.9984352065687956,1.7440722782608695,0.9934887372279189,0.17809547507886436,0.9396888066573968
9.884904037423057e-05,0.013178751760773169,0.011853777039414952,7.293393163636362,0.9983773612123344,1.7440722782608695,0.9932492732233034,0.17809547507886436,0.9375950317928404
